term_type	term_id	term_source	term_name	term_description
C3	D018157	internal	parapoxvirus		
C9	D009923	internal	orf virus		
C1	D010285	internal	pseudocowpox virus		
C3	D018148	internal	suipoxvirus		
C3	D018158	internal	yatapoxvirus		
C9	D014999	internal	yaba monkey tumor virus		
C6	D017996	internal	entomopoxvirinae		
C1	C000623936	internal	amsacta moorei entomopoxvirus		
C1	C000624074	internal	choristoneura biennis entomopoxvirus		
C9	C000623879	internal	nudaurelia capensis beta virus		
C1	C000626688	internal	helicoverpa armigera stunt virus		
C1	C000623804	internal	nudaurelia capensis omega virus		
C5	D019200	internal	astroviridae		
C3	D052676	internal	avastrovirus		
C9	C000623845	internal	avastrovirus 3		
C3	D001257	internal	mamastrovirus		
C9	C000623794	internal	mamastrovirus 3		
C9	C000623766	internal	avocado sunblotch viroid		
C1	C000623746	internal	peach latent mosaic viroid		
C9	C000623721	internal	beet necrotic yellow vein virus		
C5	D018059	internal	birnaviridae		
C3	D019201	internal	aquabirnavirus		
C9	D018061	internal	infectious pancreatic necrosis virus		
C3	D019202	internal	avibirnavirus		
C9	D007243	internal	infectious bursal disease virus		
C3	D019203	internal	entomobirnavirus		
C9	C000623850	internal	drosophila x virus		
C1	C000626689	internal	cassava virus c		
C5	D019177	internal	bromoviridae		
C3	D019178	internal	alfamovirus		
C9	D017794	internal	alfalfa mosaic virus		
C3	D017795	internal	bromovirus		
C1	C000623975	internal	broad bean mottle virus		
C3	D017799	internal	cucumovirus		
C9	C000623920	internal	peanut stunt virus		
C9	C000623924	internal	tomato aspermy virus		
C3	D019179	internal	ilarvirus		
C1	C000623968	internal	apple mosaic virus		
C1	C000624070	internal	asparagus virus 2		
C1	C000624089	internal	parietaria mottle virus		
C1	C000624021	internal	prune dwarf virus		
C1	C000623918	internal	prunus necrotic ringspot virus		
C3	D029161	internal	oleavirus		
C5	D002139	internal	caliciviridae		
C3	D029321	internal	lagovirus		
C9	C000623791	internal	european brown hare syndrome virus		
C3	D029322	internal	norovirus		
C9	D009663	internal	norwalk virus		
C3	D029341	internal	sapovirus		
C3	D029342	internal	vesivirus		
C9	D017928	internal	vesicular exanthema of swine virus		
C1	C000623864	internal	providence virus		
C9	C000623837	internal	penicillium chrysogenum virus		
C5	D029381	internal	closteroviridae		
C1	C000623979	internal	grapevine leafroll-associated virus 1		
C9	C000623917	internal	grapevine leafroll-associated virus 3		
C3	D017790	internal	closterovirus		
C9	C000623889	internal	citrus tristeza virus		
C1	C000624006	internal	grapevine leafroll-associated virus 2		
C3	D029383	internal	crinivirus		
C1	C000623959	internal	cucurbit yellow stunting disorder virus		
C1	C000624086	internal	lettuce chlorosis virus		
C1	C000624096	internal	potato yellow vein virus		
C9	C000623999	internal	sweet potato chlorotic stunt virus		
C1	C000623967	internal	tomato chlorosis virus		
C1	C000624087	internal	little cherry virus 1		
C5	D017910	internal	cystoviridae		
C9	D003698	internal	hepatitis delta virus		
C5	D018067	internal	flaviviridae		
C3	D005416	internal	flavivirus		
C1	C000623814	internal	bagaza virus		
C9	D003716	internal	dengue virus		
C9	C000623877	internal	kokobera virus		
C1	C000623810	internal	modoc virus		
C9	C000623828	internal	royal farm virus		
C9	C000623726	internal	tembusu virus		
C1	C000623725	internal	usutu virus		
C9	D015005	internal	yellow fever virus		
C3	D016174	internal	hepacivirus		
C15	D029407	internal	gb virus c		
C3	D010576	internal	pestivirus		
C1	D006692	internal	classical swine fever virus		
C1	D018083	internal	border disease virus		
C15	D016752	internal	hepatitis e virus		
C1	D052678	internal	hepevirus		
C9	C000623801	internal	cryphonectria hypovirus 1		
C5	D017907	internal	leviviridae		
C3	D017908	internal	allolevivirus		
C3	D017909	internal	levivirus		
C5	D052679	internal	luteoviridae		
C3	D017793	internal	luteovirus		
C1	C000623965	internal	soybean dwarf virus		
C1	C000624058	internal	beet mild yellowing virus		
C9	C000624075	internal	cotton leafroll dwarf virus		
C1	C000624027	internal	cucurbit aphid-borne yellows virus		
C9	C000623894	internal	potato leafroll virus		
C1	C000623954	internal	sugarcane yellow leaf virus		
C3	D018132	internal	rubivirus		
C1	C000623776	internal	citrus psorosis virus		
C7	D018096	internal	mononegavirales		
C5	D028981	internal	bornaviridae		
C9	D001891	internal	borna disease virus		
C5	D016563	internal	filoviridae		
C3	D029043	internal	ebolavirus		
C3	D029024	internal	marburgvirus		
C5	D010252	internal	paramyxoviridae		
C3	D018109	internal	avulavirus		
C3	D045403	internal	henipavirus		
C3	D018103	internal	morbillivirus		
C9	C000623771	internal	cetacean morbillivirus		
C1	C000623793	internal	feline morbillivirus		
C3	D018108	internal	respirovirus		
C3	D019213	internal	rubulavirus		
C1	D018098	internal	paramyxovirinae		
C3	D029121	internal	metapneumovirus		
C1	D018111	internal	pneumovirus		
C5	D012209	internal	rhabdoviridae		
C9	C000623941	internal	lettuce necrotic yellows cytorhabdovirus		
C3	D019235	internal	ephemerovirus		
C3	D018114	internal	lyssavirus		
C1	C000623833	internal	duvenhage lyssavirus		
C9	C000623874	internal	european bat 1 lyssavirus		
C1	C000623857	internal	irkut lyssavirus		
C1	C000623785	internal	lagos bat lyssavirus		
C3	D029141	internal	novirhabdovirus		
C15	D029142	internal	infectious hematopoietic necrosis virus		
C9	C000623838	internal	snakehead novirhabdovirus		
C1	C000624077	internal	eggplant mottled dwarf nucleorhabdovirus		
C1	C000624088	internal	maize fine streak nucleorhabdovirus		
C9	C000624018	internal	maize mosaic nucleorhabdovirus		
C1	C000623981	internal	potato yellow dwarf nucleorhabdovirus		
C1	C000623950	internal	sonchus yellow net nucleorhabdovirus		
C1	C000623756	internal	carp sprivivirus		
C3	D018116	internal	vesiculovirus		
C9	C000623800	internal	cocal vesiculovirus		
C15	D014721	internal	vesicular stomatitis indiana virus		
C15	D054260	internal	vesicular stomatitis new jersey virus		
C9	C000623819	internal	piry vesiculovirus		
C5	D001116	internal	arenaviridae		
C1	C000623786	internal	mobala mammarenavirus		
C9	C000623841	internal	tacaribe mammarenavirus		
C9	C000623868	internal	wenzhou mammarenavirus		
C3	D018050	internal	arenavirus		
C9	C000623827	internal	rio mamore hantavirus		
C15	D029281	internal	nairobi sheep disease virus		
C3	D016851	internal	orthobunyavirus		
C9	C000623847	internal	bwamba orthobunyavirus		
C9	C000623780	internal	guaroa orthobunyavirus		
C1	C000626781	internal	kaeng khoi virus		
C15	D018062	internal	la crosse virus		
C9	C000623858	internal	manzanilla orthobunyavirus		
C9	C000623803	internal	mpoko orthobunyavirus		
C9	C000628144	internal	oropouche orthobunyavirus		
C9	C000623768	internal	shuni orthobunyavirus		
C3	D016856	internal	phlebovirus		
C9	C000623751	internal	punta toro phlebovirus		
C1	D012296	internal	rift valley fever virus		
C1	D029301	internal	sandfly fever naples virus		
C9	C000623795	internal	sfts phlebovirus		
C1	D018066	internal	uukuniemi virus		
C3	D029364	internal	tenuivirus		
C9	C000624081	internal	groundnut ringspot tospovirus		
C9	C000623971	internal	iris yellow spot tospovirus		
C1	C000624009	internal	watermelon silver mottle tospovirus		
C5	D009975	internal	orthomyxoviridae		
C9	D009980	internal	influenza a virus		
C9	D009981	internal	influenza b virus		
C3	D046829	internal	isavirus		
C3	D018117	internal	thogotovirus		
C7	D028381	internal	nidovirales		
C5	D028382	internal	arteriviridae		
C1	D007240	internal	equartevirus		
C15	D007772	internal	lactate dehydrogenase-elevating virus		
C5	D003332	internal	coronaviridae		
C1	C000627033	internal	swine acute diarrhea syndrome coronavirus		
C3	D000073638	internal	alphacoronavirus		
C9	D053485	internal	porcine epidemic diarrhea virus		
C9	D000073639	internal	alphacoronavirus 1		
C15	D005760	internal	transmissible gastroenteritis virus		
C15	D045722	internal	porcine respiratory coronavirus		
C3	D000073640	internal	betacoronavirus		
C9	D000073641	internal	betacoronavirus 1		
C15	D006517	internal	murine hepatitis virus		
C1	C000656484	internal	severe acute respiratory syndrome coronavirus 2		
C3	D000073642	internal	gammacoronavirus		
C15	D001351	internal	infectious bronchitis virus		
C5	D046828	internal	roniviridae		
C3	D017003	internal	torovirus		
C5	D030381	internal	nodaviridae		
C1	C000623779	internal	black beetle virus		
C9	C000623734	internal	flock house virus		
C9	C000623761	internal	nodamura virus		
C1	C000623859	internal	pariacoto virus		
C9	C000623866	internal	striped jack nervous necrosis virus		
C1	C000623881	internal	penicillium stoloniferum virus s		
C3	D018708	internal	picobirnavirus		
C5	D056629	internal	dicistroviridae		
C9	C000623775	internal	acute bee paralysis virus		
C1	C000623777	internal	israeli acute paralysis virus		
C1	C000623824	internal	kashmir bee virus		
C1	C000623729	internal	taura syndrome virus		
C9	C000623749	internal	cricket paralysis virus		
C9	C000623764	internal	drosophila c virus		
C1	C000623788	internal	rhopalosiphum padi virus		
C1	C000623750	internal	black queen cell virus		
C1	C000623854	internal	himetobi p virus		
C1	C000623882	internal	plautia stali intestine virus		
C1	C000623760	internal	triatoma virus		
C9	C000623733	internal	deformed wing virus		
C9	C000623808	internal	infectious flacherie virus		
C9	C000623743	internal	sacbrood virus		
C5	D010849	internal	picornaviridae		
C3	D005537	internal	aphthovirus		
C9	D029544	internal	foot-and-mouth disease virus		
C3	D017943	internal	cardiovirus		
C15	D004686	internal	encephalomyocarditis virus		
C15	D017945	internal	theilovirus		
C3	D004770	internal	enterovirus		
C9	C000623784	internal	enterovirus d		
C9	C000623787	internal	rhinovirus a		
C9	C000623735	internal	rhinovirus b		
C9	C000623728	internal	rhinovirus c		
C3	D052698	internal	erbovirus		
C3	D006507	internal	hepatovirus		
C3	D052699	internal	kobuvirus		
C9	C000623790	internal	aichivirus b		
C3	D030061	internal	parechovirus		
C9	C000623825	internal	potamipivirus a		
C9	C000623748	internal	senecavirus a		
C3	D052700	internal	teschovirus		
C5	D019180	internal	secoviridae		
C1	C000623946	internal	apple latent spherical virus		
C3	D017798	internal	comovirus		
C1	C000624035	internal	andean potato mottle virus		
C9	C000623919	internal	bean pod mottle virus		
C9	C000624026	internal	cowpea severe mosaic virus		
C1	C000623995	internal	radish mosaic virus		
C1	C000623939	internal	red clover mottle virus		
C9	C000623997	internal	squash mosaic virus		
C3	D019181	internal	fabavirus		
C9	C000624059	internal	broad bean wilt virus 1		
C9	C000623957	internal	broad bean wilt virus 2		
C3	D017860	internal	nepovirus		
C9	C000623935	internal	arabis mosaic virus		
C1	C000623976	internal	cherry leaf roll virus		
C9	C000623901	internal	grapevine fanleaf virus		
C9	C000623951	internal	tomato black ring virus		
C9	C000623943	internal	tomato ringspot virus		
C3	D019192	internal	sequivirus		
C9	C000624008	internal	tomato torrado virus		
C3	D019193	internal	waikavirus		
C9	C000623870	internal	apple scar skin viroid		
C9	C000623872	internal	citrus dwarfing viroid		
C1	C000623853	internal	grapevine yellow speckle viroid 1		
C1	C000623832	internal	coconut cadang-cadang viroid		
C9	C000623745	internal	hop stunt viroid		
C9	C000623867	internal	tomato apical stunt viroid		
C5	D019176	internal	potyviridae		
C9	C000623956	internal	barley mild mosaic virus		
C9	C000623944	internal	barley yellow mosaic virus		
C9	C000624014	internal	cassava brown streak virus		
C1	C000624004	internal	cucumber vein yellowing virus		
C1	C000624002	internal	cardamom mosaic virus		
C1	C000623966	internal	sugarcane streak mosaic virus		
C9	C000624001	internal	triticum mosaic virus		
C3	D017800	internal	potyvirus		
C1	C000624056	internal	banana bract mosaic virus		
C9	C000623974	internal	bean common mosaic necrosis virus		
C9	C000623925	internal	bean common mosaic virus		
C9	C000623908	internal	bean yellow mosaic virus		
C1	C000624071	internal	beet mosaic virus		
C1	C000623945	internal	clover yellow vein virus		
C9	C000623970	internal	cowpea aphid-borne mosaic virus		
C9	C000624005	internal	dasheen mosaic virus		
C1	C000624084	internal	iris severe mosaic virus		
C9	C000624085	internal	johnsongrass mosaic virus		
C9	C000623931	internal	lettuce mosaic virus		
C1	C000623960	internal	maize dwarf mosaic virus		
C9	C000624044	internal	onion yellow dwarf virus		
C1	C000624030	internal	papaya leaf distortion mosaic virus		
C9	C000623897	internal	papaya ringspot virus		
C9	C000624090	internal	passion fruit woodiness virus		
C9	C000623953	internal	pea seed-borne mosaic virus		
C9	C000623972	internal	pepper mottle virus		
C1	C000624062	internal	pepper veinal mottle virus		
C1	C000624093	internal	pepper yellow mosaic virus		
C9	D017801	internal	plum pox virus		
C1	C000624094	internal	pokeweed mosaic virus		
C9	C000623913	internal	potato virus a		
C9	C000623895	internal	soybean mosaic virus		
C9	C000623911	internal	sugarcane mosaic virus		
C1	C000624066	internal	sunflower chlorotic mottle virus		
C9	C000623955	internal	sweet potato feathery mottle virus		
C1	C000623893	internal	tobacco etch virus		
C1	C000624007	internal	tobacco vein banding mosaic virus		
C1	C000623942	internal	tobacco vein mottling virus		
C9	C000623892	internal	turnip mosaic virus		
C9	C000623907	internal	watermelon mosaic virus		
C1	C000624023	internal	yam mosaic virus		
C9	C000623899	internal	zucchini yellow mosaic virus		
C9	C000624047	internal	ryegrass mosaic virus		
C1	C000623902	internal	wheat streak mosaic virus		
C5	D012087	internal	reoviridae		
C3	D018163	internal	orbivirus		
C9	D000356	internal	african horse sickness virus		
C9	C000623769	internal	equine encephalosis virus		
C1	C000623805	internal	orungo virus		
C9	D030081	internal	palyam virus		
C1	C000623869	internal	yunnan orbivirus		
C9	C000623898	internal	rice dwarf virus		
C9	C000623732	internal	wound tumor virus		
C3	D012401	internal	rotavirus		
C9	C000623731	internal	rotavirus b		
C9	C000623722	internal	rotavirus c		
C9	C000623883	internal	rotavirus d		
C9	C000623737	internal	rotavirus g		
C3	D018162	internal	coltivirus		
C9	D003122	internal	colorado tick fever virus		
C9	C000623927	internal	cypovirus 1		
C9	C000623772	internal	fiji disease virus		
C1	C000623952	internal	maize rough dwarf virus		
C1	C000623818	internal	mal de rio cuarto virus		
C1	C000623896	internal	rice black streaked dwarf virus		
C9	C000623916	internal	southern rice black-streaked dwarf virus		
C3	D018165	internal	orthoreovirus		
C15	D012089	internal	mammalian orthoreovirus 3		
C1	C000623778	internal	piscine orthoreovirus		
C9	C000623973	internal	rice ragged stunt virus		
C9	C000623817	internal	cocksfoot mottle virus		
C1	C000623736	internal	rice yellow mottle virus		
C1	C000623759	internal	sesbania mosaic virus		
C9	C000623724	internal	southern bean mosaic virus		
C1	C000623885	internal	sowbane mosaic virus		
C1	C000623887	internal	turnip rosette virus		
C1	C000623789	internal	velvet tobacco mottle virus		
C5	D014035	internal	togaviridae		
C3	D000524	internal	alphavirus		
C1	C000623813	internal	aura virus		
C1	C000623873	internal	eilat virus		
C9	C000623763	internal	fort morgan virus		
C1	C000623781	internal	highlands j virus		
C1	C000623878	internal	middelburg virus		
C9	D012398	internal	ross river virus		
C9	C000623820	internal	salmon pancreas disease virus		
C5	D019183	internal	tombusviridae		
C9	C000624040	internal	groundnut rosette virus		
C1	C000623984	internal	tobacco mottle virus		
C1	C000624019	internal	pelargonium flower break virus		
C1	C000624051	internal	tobacco necrosis virus a		
C1	C000623947	internal	hibiscus chlorotic ringspot virus		
C1	C000623985	internal	beet black scorch virus		
C1	C000624052	internal	tobacco necrosis virus d		
C1	C000623929	internal	melon necrotic spot virus		
C9	C000626778	internal	maize chlorotic mottle virus		
C9	C000623949	internal	panicum mosaic virus		
C1	C000624061	internal	pelargonium line pattern virus		
C3	D017864	internal	tombusvirus		
C1	C000624003	internal	carnation italian ringspot virus		
C1	C000623915	internal	cucumber necrosis virus		
C1	C000624091	internal	pelargonium leaf curl virus		
C1	D019184	internal	carmovirus		
C5	D019196	internal	totiviridae		
C3	D019198	internal	giardiavirus		
C3	D019199	internal	leishmaniavirus		
C9	C000623782	internal	leishmania rna virus 1		
C3	D019197	internal	totivirus		
C1	C000624041	internal	helminthosporium victoriae virus 190s		
C1	C000624079	internal	garlic virus x		
C1	C000624048	internal	shallot virus x		
C3	D017863	internal	potexvirus		
C1	C000626779	internal	alternanthera mosaic virus		
C1	C000623900	internal	bamboo mosaic virus		
C1	C000623978	internal	clover yellow mosaic virus		
C9	C000623928	internal	cymbidium mosaic virus		
C1	C000624029	internal	foxtail mosaic virus		
C1	C000623875	internal	hosta virus x		
C9	C000623990	internal	narcissus mosaic virus		
C1	C000623909	internal	papaya mosaic virus		
C1	C000623910	internal	pepino mosaic virus		
C9	C000624031	internal	plantago asiatica mosaic virus		
C1	C000624095	internal	potato aucuba mosaic virus		
C9	C000624010	internal	white clover mosaic virus		
C3	D017788	internal	carlavirus		
C1	C000624015	internal	chrysanthemum virus b		
C1	C000624042	internal	hop latent virus		
C9	C000623988	internal	lily symptomless virus		
C9	C000624064	internal	poplar mosaic virus		
C9	C000623938	internal	potato virus m		
C9	C000623923	internal	potato virus s		
C9	C000624011	internal	apple stem pitting virus		
C9	C000623940	internal	grapevine rupestris stem pitting-associated virus		
C1	C000624036	internal	cherry green ring mottle virus		
C9	C000623958	internal	apple stem grooving virus		
C1	C000624073	internal	cherry virus a		
C9	C000623977	internal	citrus leaf blotch virus		
C9	C000623937	internal	grapevine virus a		
C1	C000624016	internal	grapevine virus b		
C5	D046830	internal	tymoviridae		
C9	C000624080	internal	grapevine fleck virus		
C9	C000623980	internal	maize rayado fino virus		
C3	D017806	internal	tymovirus		
C1	C000624012	internal	belladonna mottle virus		
C1	C000624039	internal	eggplant mosaic virus		
C1	C000624063	internal	physalis mottle virus		
C1	C000624054	internal	wild cucumber mosaic virus		
C1	C000623823	internal	chinese wheat mosaic virus		
C1	C000623884	internal	soil-borne cereal mosaic virus		
C9	C000623755	internal	soil-borne wheat mosaic virus		
C1	C000623723	internal	barley stripe mosaic virus		
C1	C000623862	internal	poa semilatent virus		
C9	C000623774	internal	peanut clump virus		
C1	C000623831	internal	beet soil-borne virus		
C9	C000623747	internal	potato mop-top virus		
C3	D017898	internal	tobamovirus		
C9	C000623912	internal	cucumber green mottle mosaic virus		
C1	C000624082	internal	hibiscus latent singapore virus		
C9	C000623922	internal	pepper mild mottle virus		
C9	C000624032	internal	ribgrass mosaic virus		
C9	D014027	internal	tobacco mosaic virus		
C9	C000623903	internal	tomato mosaic virus		
C1	C000624099	internal	turnip vein-clearing virus		
C1	C000623773	internal	pea early-browning virus		
C9	C000623719	internal	tobacco rattle virus		
C1	D012526	internal	satellite viruses		
C5	D017916	internal	tectiviridae		
